,id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,rating_delta,moves,opening_eco,opening_name,opening_ply
4491,9084,0,1477130000000.0,1477140000000.0,134,3,1,30+30,1020,1656,6942,1500,156,8645,140,1341,12
4492,6003,0,1477130000000.0,1477140000000.0,64,1,2,30+30,2158,1557,6942,1500,57,8879,117,1194,4
4493,9708,0,1477060000000.0,1477060000000.0,28,1,0,30+30,6898,1500,6638,1615,-115,1774,10,223,2
4494,1496,0,1477060000000.0,1477060000000.0,80,1,0,30+30,6898,1500,6238,1679,-179,1617,19,247,2
4495,4410,0,1477060000000.0,1477060000000.0,53,1,0,30+30,6898,1500,7638,2122,-622,1714,13,217,2
4496,2235,0,1477060000000.0,1477060000000.0,45,2,0,30+30,6898,1500,4892,1259,241,1431,10,238,2
4497,12629,0,1477060000000.0,1477060000000.0,70,1,0,30+30,6898,1500,7496,2003,-503,1627,19,247,2
4498,10081,0,1477060000000.0,1477060000000.0,47,0,0,30+30,6898,1500,2266,1758,-258,1626,19,247,2
4499,12631,0,1477060000000.0,1477060000000.0,59,1,0,30+30,6898,1500,4737,1960,-460,1783,10,223,2
4500,8475,0,1477060000000.0,1477060000000.0,67,1,0,30+30,6898,1500,3787,1869,-369,1277,32,275,6
4501,9111,0,1476970000000.0,1476980000000.0,124,1,0,40+30,6898,1500,6162,2445,-945,8817,121,1336,9
4502,3955,1,1504230000000.0,1504240000000.0,73,2,0,10+0,1955,1826,58,1851,-25,8832,121,1195,6
4503,17045,1,1504220000000.0,1504230000000.0,110,1,2,10+0,9092,1854,1971,1814,40,6685,71,746,3
4504,18806,1,1504160000000.0,1504160000000.0,156,3,1,5+5,1955,1813,40,1834,-21,5933,152,359,3
4505,16294,1,1504150000000.0,1504150000000.0,62,1,2,10+0,917,1828,1971,1801,27,6809,71,752,5
4506,11108,1,1504140000000.0,1504140000000.0,21,1,0,8+0,3817,1900,1971,1810,90,3619,239,975,3
4507,17464,1,1504140000000.0,1504140000000.0,64,2,2,8+0,1955,1819,3948,1891,-72,7178,71,774,2
4508,18879,1,1504140000000.0,1504140000000.0,35,1,0,8+0,3817,1882,1971,1828,54,3623,239,975,3
4509,4197,1,1504060000000.0,1504060000000.0,75,1,0,7+3,1955,1813,3703,1940,-127,7800,99,1314,5
4510,15443,1,1504060000000.0,1504060000000.0,23,1,0,8+0,5811,2035,1971,1818,217,3528,239,978,4
4511,5764,1,1504040000000.0,1504040000000.0,55,1,0,10+0,3647,1912,1971,1827,85,7339,90,1208,3
4512,480,1,1504230000000.0,1504230000000.0,9,1,0,10+0,8720,1227,4100,1204,23,16898,185,556,5
4513,17783,1,1504230000000.0,1504230000000.0,38,1,0,10+0,2228,1253,8633,1236,17,10213,81,111,2
4514,1472,1,1504230000000.0,1504230000000.0,100,1,2,10+0,8720,1245,3384,1294,-49,17119,71,748,4
4515,9802,1,1504220000000.0,1504220000000.0,60,2,2,10+0,902,1234,8633,1235,-1,9924,81,111,2
4516,15406,1,1504220000000.0,1504220000000.0,57,2,0,10+0,263,1254,8633,1245,9,11928,177,1437,4
4517,10811,1,1504150000000.0,1504150000000.0,137,2,0,10+0,1247,1277,8633,1255,22,16423,195,1150,5
4518,1684,1,1504150000000.0,1504150000000.0,132,1,2,10+0,8720,1265,1291,1267,-2,7588,95,1223,4
4519,792,1,1504150000000.0,1504150000000.0,58,1,2,10+0,8720,1275,3642,1286,-11,10374,72,1125,2
4520,4226,1,1504150000000.0,1504150000000.0,102,1,0,10+0,5615,1256,8633,1286,-30,5208,239,963,4
4521,9268,1,1504150000000.0,1504150000000.0,22,1,2,10+0,8720,1298,5690,1244,54,10987,72,1125,2
4522,7009,1,1504150000000.0,1504150000000.0,67,2,0,10+0,4171,1231,8633,1311,-80,9896,81,111,2
4523,9313,1,1504130000000.0,1504130000000.0,60,2,2,10+0,6301,1291,8633,1301,-10,9815,81,111,2
4524,11179,1,1504110000000.0,1504110000000.0,55,2,0,10+0,8720,1290,4755,1290,0,16794,181,577,5
4525,7738,1,1504110000000.0,1504110000000.0,112,2,2,10+0,8720,1300,4459,1319,-19,7695,93,1219,3
4526,18477,1,1504110000000.0,1504110000000.0,53,2,0,10+0,7742,1345,8633,1310,35,9983,88,126,8
4527,15400,1,1504050000000.0,1504050000000.0,58,1,0,10+0,3243,1330,8633,1320,10,14310,195,1150,5
4528,9978,1,1504050000000.0,1504050000000.0,11,1,0,10+0,8720,1309,5108,1314,-5,16797,181,577,5
4529,336,1,1504030000000.0,1504040000000.0,101,2,0,10+0,8720,1298,7196,1369,-71,6917,179,1446,5
4530,13991,1,1504030000000.0,1504030000000.0,39,2,0,10+0,7148,1306,8633,1307,-1,11332,171,847,3
4531,9471,1,1503940000000.0,1503950000000.0,28,2,2,10+0,8720,1318,3236,1318,0,10330,72,1125,2
4532,8880,1,1503940000000.0,1503940000000.0,89,1,0,10+0,6169,1378,8633,1326,52,4304,245,943,4
4533,1829,1,1503940000000.0,1503940000000.0,101,1,2,10+0,8720,1336,6233,1355,-19,16835,181,540,3
4534,8369,1,1503940000000.0,1503940000000.0,45,2,0,10+0,8035,1365,8633,1345,20,14208,195,637,4
4535,4600,1,1503940000000.0,1503940000000.0,76,1,2,10+0,8720,1356,7988,1355,1,18490,71,407,2
4536,10589,1,1503940000000.0,1503940000000.0,136,1,2,10+0,6390,1315,8633,1346,-31,3285,46,1402,4
4537,1653,1,1503940000000.0,1503940000000.0,81,2,0,10+0,2786,1388,8633,1356,32,12705,211,1120,6
4538,5894,1,1503800000000.0,1503800000000.0,63,1,0,10+0,1539,1335,8633,1333,2,10050,83,121,7
4539,5004,1,1503800000000.0,1503800000000.0,37,2,0,10+0,8720,1325,2662,1262,63,9480,91,1351,3
4540,6092,1,1503790000000.0,1503800000000.0,61,2,0,10+0,8720,1316,3143,1282,34,16888,185,564,6
4541,13120,1,1503770000000.0,1503770000000.0,137,3,1,10+0,1946,1312,8633,1316,-4,3302,248,1377,4
4542,4786,1,1503690000000.0,1503690000000.0,86,1,2,10+0,6727,1277,8633,1306,-29,10040,83,117,5
4543,5626,1,1503690000000.0,1503690000000.0,17,1,2,10+0,1333,1244,8633,1297,-53,3295,248,1379,6
4544,6388,1,1503690000000.0,1503690000000.0,45,1,0,10+0,8720,1288,1364,1254,34,10976,72,1125,2
4545,8686,1,1503670000000.0,1503670000000.0,96,0,2,10+0,7746,1346,8633,1276,70,9913,81,111,2
4546,15408,1,1479670000000.0,1479670000000.0,37,1,0,0+15,2377,2013,4255,1773,240,8498,121,1194,5
4547,8705,1,1479360000000.0,1479360000000.0,57,2,0,5+5,8216,2105,4255,1806,299,2673,268,903,6
4548,6081,1,1479350000000.0,1479350000000.0,46,1,2,14+0,4156,1836,6426,1741,95,14464,196,1150,7
4549,8568,1,1477540000000.0,1477540000000.0,128,2,2,10+10,4156,1858,1163,1903,-45,18702,0,441,4
4550,18365,0,1479150000000.0,1479150000000.0,14,1,2,10+4,2243,1793,1336,2131,-338,17917,154,323,9
4551,4089,0,1478990000000.0,1478990000000.0,23,2,0,10+4,6807,1754,1336,2131,-377,17278,152,352,3
4552,6996,0,1478730000000.0,1478730000000.0,46,1,2,10+4,9357,1596,1336,2131,-535,5764,319,704,6
4553,4110,0,1478470000000.0,1478470000000.0,77,1,2,20+0,3400,1236,1336,2131,-895,10101,83,117,5
4554,13850,1,1472690000000.0,1472700000000.0,73,1,0,5+6,5313,2135,1519,1980,155,8702,151,1296,14
4555,11854,1,1472690000000.0,1472690000000.0,71,2,0,7+3,5391,1540,1519,2025,-485,9343,90,1370,3
4556,2114,1,1487310000000.0,1487310000000.0,51,1,0,10+0,5878,1709,1335,1703,6,18755,0,434,1
4557,10206,1,1471500000000.0,1471510000000.0,29,1,0,60+0,1837,1707,5312,1542,165,15961,171,655,3
4558,9601,0,1471500000000.0,1471500000000.0,70,2,2,20+8,5429,1127,1851,1707,-580,14997,194,1029,6
4559,16609,1,1471500000000.0,1471500000000.0,107,2,0,15+1,1837,1699,3090,1366,333,6936,73,0,2
4560,12354,1,1471470000000.0,1471470000000.0,59,2,0,10+0,1837,1679,2934,1517,162,18214,152,371,3
4561,13473,1,1471470000000.0,1471470000000.0,89,1,0,5+5,1837,1645,4087,1411,234,10668,72,1137,6
4562,17853,1,1471470000000.0,1471470000000.0,50,2,2,5+5,3962,1416,1851,1625,-209,16536,173,172,6
4563,8558,0,1471460000000.0,1471460000000.0,88,0,2,10+0,971,1500,1851,1625,-125,15032,191,653,4
4564,15531,0,1471460000000.0,1471460000000.0,43,1,0,5+8,1837,1625,2995,1500,125,15995,171,655,3
4565,2043,1,1471460000000.0,1471460000000.0,23,2,0,180+0,1837,1618,2445,1136,482,9157,90,1194,2
4566,8930,0,1471460000000.0,1471460000000.0,63,1,0,10+5,1837,1618,1850,1500,118,15957,171,655,3
4567,16685,1,1471460000000.0,1471460000000.0,96,1,2,15+2,1837,1688,5866,1485,203,16596,173,173,7
4568,14049,1,1471460000000.0,1471460000000.0,58,2,2,15+2,3005,1344,1851,1648,-304,1657,171,282,3
4569,16635,1,1471450000000.0,1471460000000.0,85,1,0,10+10,1837,1639,9270,1203,436,6935,73,0,2
4570,11180,1,1471450000000.0,1471450000000.0,61,2,0,5+8,5420,1379,1851,1746,-367,11741,174,67,3
4571,8508,1,1471420000000.0,1471420000000.0,65,2,0,9+0,1837,1697,2696,1606,91,15985,171,655,3
4572,13460,1,1471420000000.0,1471420000000.0,58,2,2,9+0,1837,1763,328,1816,-53,15966,171,655,3
4573,8450,1,1471380000000.0,1471380000000.0,83,2,0,8+1,1837,1621,8196,1475,146,15993,171,655,3
4574,223,1,1471380000000.0,1471380000000.0,45,1,0,8+1,1837,1500,4363,1371,129,15965,171,655,3
4575,19079,1,1481350000000.0,1481350000000.0,10,1,0,20+0,6757,1657,9293,1033,624,3096,36,960,1
4576,945,0,1480030000000.0,1480030000000.0,60,2,2,30+35,9394,1033,2645,1500,-467,380,6,1003,2
4577,8556,1,1480030000000.0,1480030000000.0,10,1,2,12+2,9394,1035,3416,1603,-568,795,0,1451,1
4578,11913,1,1479690000000.0,1479700000000.0,56,2,2,5+5,9394,1036,4267,1653,-617,378,6,1003,2
4579,1305,1,1479690000000.0,1479690000000.0,77,2,0,5+5,4165,1652,9293,1038,614,6776,71,656,3
4580,11166,1,1479690000000.0,1479690000000.0,81,2,0,20+0,8635,1359,9293,1044,315,6940,73,13,3
4581,7666,1,1479690000000.0,1479690000000.0,36,2,2,20+0,9394,1051,8547,1356,-305,42,0,1427,1
4582,3412,0,1478930000000.0,1478930000000.0,18,3,1,30+35,9394,1051,5480,1257,-206,629,4,1469,2
4583,18551,0,1478930000000.0,1478930000000.0,39,2,0,180+180,5400,1257,9293,1051,206,6743,71,746,3
4584,16449,0,1478920000000.0,1478930000000.0,29,3,1,180+180,9394,1051,5480,1257,-206,624,4,1469,2
4585,8670,1,1478920000000.0,1478920000000.0,11,2,0,60+0,7338,1598,9293,1053,545,7033,73,0,2
4586,3529,1,1478920000000.0,1478920000000.0,50,2,2,10+11,9394,1062,3617,1322,-260,729,4,1459,2
4587,7976,1,1478320000000.0,1478320000000.0,50,2,2,20+5,9394,1025,3822,1579,-554,173,4,1004,2
4588,12221,0,1477970000000.0,1477970000000.0,23,1,0,15+15,1477,1331,9293,1025,306,16390,171,650,3
4589,11517,0,1477970000000.0,1477970000000.0,6,3,1,15+15,9394,1025,913,1734,-709,40,0,1427,1
4590,165,1,1477870000000.0,1477880000000.0,59,1,0,8+15,9057,1470,9293,1029,441,4318,245,930,4
4591,5008,1,1477870000000.0,1477870000000.0,10,0,2,16+0,9394,1035,4923,1401,-366,377,6,1003,2
4592,17248,1,1477430000000.0,1477430000000.0,41,1,0,15+0,8483,1470,9293,1039,431,16147,171,661,3
4593,3745,1,1477430000000.0,1477430000000.0,9,1,2,15+0,9394,1041,8179,1600,-559,808,0,180,3
4594,14416,1,1477430000000.0,1477430000000.0,4,0,2,1+12,9325,1156,9293,1005,151,15996,171,655,3
4595,12729,1,1477430000000.0,1477430000000.0,20,2,2,1+12,9394,1006,1322,1679,-673,1037,0,827,1
4596,13300,1,1477110000000.0,1477110000000.0,6,3,1,5+10,4011,1414,9293,983,431,16384,171,650,3
4597,11713,1,1477110000000.0,1477110000000.0,35,1,0,15+0,6436,1256,9293,937,319,4126,239,961,2
4598,13965,1,1477110000000.0,1477110000000.0,18,1,2,15+0,9394,946,6468,1250,-304,38,6,1468,3
4599,7475,0,1476270000000.0,1476270000000.0,87,1,0,8+8,4588,1418,3044,1264,154,5398,239,961,2
4600,12765,1,1474660000000.0,1474660000000.0,63,1,0,10+6,6525,1621,3044,1268,353,18061,153,343,5
4601,7916,0,1474380000000.0,1474380000000.0,51,2,0,6+5,6708,1330,3044,1272,58,11929,177,1437,4
4602,14751,1,1474290000000.0,1474290000000.0,66,1,2,5+5,2960,1277,8192,1550,-273,7064,71,1404,2
4603,14697,1,1474280000000.0,1474290000000.0,157,2,0,5+5,8260,1546,3044,1282,264,16184,171,661,3
4604,18270,1,1474210000000.0,1474210000000.0,35,1,0,6+10,2960,1259,3620,1472,-213,11532,197,297,7
4605,19016,1,1474210000000.0,1474210000000.0,71,1,0,6+10,3512,1467,3044,1267,200,16193,171,654,3
4606,11390,1,1474200000000.0,1474200000000.0,113,1,0,8+8,5555,1573,3044,1271,302,16005,171,661,3
4607,11362,1,1474200000000.0,1474200000000.0,9,2,0,8+8,5555,1569,3044,1276,293,16064,171,661,3
4608,3647,1,1473810000000.0,1473810000000.0,26,1,2,5+10,2960,1279,3444,1696,-417,7741,93,1219,3
4609,13906,1,1473690000000.0,1473690000000.0,33,2,0,5+7,676,1340,3044,1293,47,16218,171,651,3
4610,18009,1,1473690000000.0,1473690000000.0,50,2,2,5+8,2960,1294,8073,1804,-510,13977,201,494,9
4611,5379,1,1473690000000.0,1473690000000.0,39,2,0,5+8,8140,1802,3044,1296,506,11352,171,71,4
4612,16897,1,1473680000000.0,1473690000000.0,30,1,2,5+8,2960,1298,8073,1800,-502,13967,201,297,8
4613,18126,1,1473680000000.0,1473680000000.0,39,2,0,5+8,4158,1861,3044,1299,562,469,241,967,4
4614,3954,1,1473640000000.0,1473640000000.0,89,1,0,10+0,9001,1268,3044,1316,-48,12986,201,405,6
4615,16200,1,1473640000000.0,1473640000000.0,23,2,0,10+0,8883,1347,3044,1331,16,422,9,1007,4
4616,18935,0,1473450000000.0,1473450000000.0,65,1,0,8+8,4588,1418,3044,1331,87,5569,36,283,2
4617,4645,1,1472910000000.0,1472910000000.0,67,1,2,10+10,2960,1340,1970,1511,-171,14156,195,844,6
4618,18577,1,1472850000000.0,1472850000000.0,18,1,0,8+10,2960,1325,2193,1500,-175,6346,0,1433,1
4619,12161,1,1472850000000.0,1472850000000.0,53,0,0,4+10,4042,1455,3044,1336,119,18694,0,440,2
4620,8373,0,1497810000000.0,1497810000000.0,51,0,0,15+0,4709,1609,9095,1866,-257,1543,21,261,4
4621,12131,0,1495920000000.0,1495920000000.0,47,2,0,15+0,3440,1760,9095,1866,-106,8688,148,1296,11
4622,5825,0,1495920000000.0,1495920000000.0,30,1,0,15+0,9192,1866,1324,1729,137,7764,99,1314,5
4623,13128,0,1495920000000.0,1495920000000.0,49,1,2,15+0,6435,1563,9095,1866,-303,4905,275,1179,11
4624,18686,0,1495920000000.0,1495920000000.0,2,1,0,15+0,9192,1866,8442,1500,366,11319,171,639,2
4625,7725,0,1495920000000.0,1495920000000.0,3,1,2,15+0,8519,1500,9095,1866,-366,7752,96,1194,3
4626,10419,0,1495920000000.0,1495920000000.0,39,1,0,15+0,9192,1866,2327,1510,356,7819,100,1315,6
4627,9315,0,1495920000000.0,1495920000000.0,38,1,2,15+0,9192,1866,1002,1466,400,15625,192,783,5
4628,1759,0,1495900000000.0,1495900000000.0,94,2,2,15+0,5810,1407,9095,1866,-459,5243,239,963,4
4629,6518,0,1471720000000.0,1471720000000.0,94,1,2,15+0,1421,1614,9095,1866,-252,1853,0,677,1
4630,10466,0,1471710000000.0,1471710000000.0,9,1,0,15+0,9192,1866,3010,1556,310,8460,117,1224,5
4631,3622,0,1471670000000.0,1471670000000.0,30,2,2,20+0,2272,1500,9095,1866,-366,7570,90,1272,3
4632,15878,0,1471670000000.0,1471670000000.0,19,2,0,20+0,9192,1866,2313,1500,366,15893,191,645,4
4633,18689,0,1471660000000.0,1471670000000.0,13,0,0,20+0,9192,1866,4770,1438,428,13756,206,463,6
4634,8352,0,1471660000000.0,1471660000000.0,33,0,0,20+0,8087,1500,9095,1866,-366,5355,239,961,2
4635,6428,0,1471540000000.0,1471540000000.0,81,2,0,15+0,9192,1866,9262,1500,366,14895,193,778,5
4636,8274,0,1471540000000.0,1471540000000.0,28,2,2,15+0,9362,1500,9095,1866,-366,8435,117,1194,4
4637,2503,0,1471460000000.0,1471460000000.0,56,0,2,15+0,3833,1706,9095,1866,-160,259,241,981,5
4638,7353,0,1471460000000.0,1471460000000.0,69,1,0,10+0,9192,1866,9100,2236,-370,8942,108,1225,5
4639,13398,0,1471450000000.0,1471450000000.0,86,2,2,20+0,2855,1817,9095,1866,-49,8369,117,1194,4
4640,7745,0,1471450000000.0,1471450000000.0,31,2,0,20+0,9192,1866,2076,1514,352,13326,208,534,9
4641,8989,1,1503560000000.0,1503560000000.0,55,1,0,10+0,4359,2326,8264,1907,419,425,13,218,4
4642,3185,1,1503290000000.0,1503290000000.0,20,1,2,30+0,8333,1907,2088,1770,137,2219,241,980,4
4643,10384,1,1503200000000.0,1503200000000.0,26,1,2,10+0,8333,1922,8466,1839,83,3134,36,214,2
4644,9961,1,1503200000000.0,1503200000000.0,101,3,1,10+0,8550,1836,8264,1925,-89,487,241,980,4
4645,10443,0,1503200000000.0,1503200000000.0,17,1,0,10+0,8333,1925,632,1457,468,5448,37,960,2
4646,18163,0,1503200000000.0,1503200000000.0,40,1,2,10+0,649,1457,8264,1925,-468,11303,78,809,2
4647,12302,0,1503180000000.0,1503180000000.0,67,2,0,30+0,990,2160,8264,1925,235,12285,216,1038,7
4648,4380,0,1503180000000.0,1503180000000.0,17,3,1,30+0,990,2160,8264,1925,235,15582,192,783,5
4649,12633,0,1503180000000.0,1503180000000.0,127,3,1,30+0,1783,1986,8264,1925,61,13634,201,462,5
4650,17185,0,1503180000000.0,1503180000000.0,102,1,2,10+0,8333,1925,7797,1777,148,3160,36,214,2
4651,390,0,1503170000000.0,1503180000000.0,78,1,2,10+0,7846,1777,8264,1925,-148,10828,72,1141,4
4652,10231,1,1503170000000.0,1503170000000.0,48,1,2,10+0,8333,1932,4705,2075,-143,2145,240,967,4
4653,10788,0,1503170000000.0,1503170000000.0,24,2,2,10+0,3712,1319,8264,1932,-613,5279,239,962,3
4654,16716,0,1503170000000.0,1503170000000.0,92,1,2,10+0,6400,1800,8264,1932,-132,14303,206,505,8
4655,8435,1,1502830000000.0,1502830000000.0,68,1,2,10+0,8333,1941,1440,2034,-93,4007,241,992,3
4656,1020,1,1502810000000.0,1502810000000.0,38,1,2,10+0,8333,1950,8351,2049,-99,2340,79,819,8
4657,17970,1,1502810000000.0,1502810000000.0,53,1,0,10+0,1514,1810,8264,1967,-157,16847,184,544,5
4658,15127,0,1502770000000.0,1502770000000.0,141,1,0,10+0,8333,1967,6710,1567,400,3794,241,965,4
4659,2853,0,1502770000000.0,1502770000000.0,43,2,0,10+0,8333,1967,2110,1411,556,3976,241,992,3
4660,9119,0,1502760000000.0,1502760000000.0,50,1,2,10+0,2790,1422,8264,1967,-545,11597,193,1035,5
4661,12768,1,1502760000000.0,1502760000000.0,71,1,0,10+0,8333,1959,3159,1839,120,5720,244,177,6
4662,9750,0,1502760000000.0,1502760000000.0,26,1,2,10+0,5438,1896,8264,1959,-63,15733,192,789,8
4663,11246,0,1502650000000.0,1502650000000.0,52,1,2,30+0,8333,1959,6964,1629,330,5147,243,969,6
4664,10929,1,1502650000000.0,1502650000000.0,150,2,2,10+0,8333,1972,1587,1959,13,3033,41,443,2
4665,5955,1,1502650000000.0,1502650000000.0,20,1,2,10+0,1570,1970,8264,1959,11,15325,192,785,5
4666,11533,1,1502650000000.0,1502650000000.0,26,1,2,10+0,2412,1955,8264,1946,9,15304,192,785,5
4667,13999,1,1502580000000.0,1502590000000.0,87,1,0,10+0,8333,1929,5746,2046,-117,3326,83,111,3
4668,15395,1,1502170000000.0,1502170000000.0,77,2,0,10+0,8333,1916,795,1922,-6,3336,84,134,5
4669,16802,1,1502170000000.0,1502170000000.0,50,1,2,30+0,8908,1505,8264,1914,-409,1071,0,1124,1
4670,611,1,1502170000000.0,1502170000000.0,21,2,0,10+0,3510,1834,8264,1930,-96,15531,192,784,4
4671,17256,1,1502050000000.0,1502050000000.0,57,1,0,10+0,7411,1846,8264,1947,-101,15305,192,785,5
4672,6959,1,1502050000000.0,1502050000000.0,47,1,0,10+0,8333,1939,7463,1778,161,5214,243,968,5
4673,15306,1,1501900000000.0,1501910000000.0,105,3,1,10+0,8333,1938,1123,1980,-42,2144,240,967,4
4674,18617,1,1501900000000.0,1501900000000.0,85,1,0,10+0,8333,1919,1123,1994,-75,5148,239,962,3
4675,11664,1,1501900000000.0,1501900000000.0,97,3,1,10+0,1115,1996,8264,1916,80,13668,201,462,5
4676,8742,1,1501900000000.0,1501900000000.0,62,2,2,10+0,8333,1928,1123,1988,-60,2989,41,443,2
4677,9467,1,1471790000000.0,1471790000000.0,36,1,2,10+0,9157,1023,3286,1821,-798,15298,192,785,5
4678,5871,1,1471790000000.0,1471790000000.0,28,1,2,10+0,9157,1030,4803,1501,-471,10249,72,1125,2
4679,18526,1,1471350000000.0,1471350000000.0,43,2,0,15+0,7260,1422,9065,1040,382,11987,191,643,4
4680,3738,1,1471270000000.0,1471270000000.0,63,1,2,11+11,9157,1043,710,1701,-658,7104,71,774,2
4681,13483,1,1471260000000.0,1471260000000.0,22,1,2,15+0,9157,1049,1487,1539,-490,7546,90,1208,3
4682,8997,1,1471260000000.0,1471260000000.0,57,1,2,30+0,9157,1055,6990,1569,-514,11565,206,514,6
4683,4269,0,1502160000000.0,1502160000000.0,67,1,0,18+5,2380,1500,8995,1500,0,868,1,735,2
4684,4371,0,1502160000000.0,1502160000000.0,51,1,0,18+5,9086,1500,2427,1500,0,8721,144,1296,10
4685,18613,0,1502160000000.0,1502160000000.0,94,1,2,18+5,2380,1500,8995,1500,0,2409,52,34,6
4686,9339,0,1502160000000.0,1502160000000.0,35,1,0,18+5,9086,1500,2427,1500,0,12253,216,1038,7
4687,652,0,1502160000000.0,1502160000000.0,62,1,2,18+5,2380,1500,8995,1500,0,17787,155,381,6
4688,8338,0,1502160000000.0,1502160000000.0,11,1,0,18+5,9086,1500,2427,1500,0,12243,215,1057,9
4689,863,0,1492470000000.0,1492470000000.0,57,1,0,10+0,9376,1500,1731,2263,-763,1288,33,274,5
4690,3285,0,1492470000000.0,1492470000000.0,146,1,2,10+0,1688,2263,9274,1500,763,11202,80,815,9
4691,9878,0,1492470000000.0,1492470000000.0,79,1,0,10+0,9376,1500,1731,2263,-763,312,4,1471,2
4692,9663,0,1492470000000.0,1492470000000.0,98,3,1,10+0,1688,2263,9274,1500,763,8049,101,1255,8
4693,7808,1,1471990000000.0,1471990000000.0,23,1,0,10+0,618,2349,6081,1750,599,805,0,1451,1
4694,7315,0,1471630000000.0,1471630000000.0,46,1,2,15+0,6017,1750,904,1437,313,11029,71,764,4
4695,1222,1,1471460000000.0,1471460000000.0,14,1,0,5+8,6405,1895,6081,1750,145,12246,216,1038,7
4696,12307,1,1471460000000.0,1471460000000.0,29,3,1,16+7,1214,1975,6081,1750,225,12660,219,1079,10
4697,13114,1,1471380000000.0,1471380000000.0,9,1,0,15+0,5301,1570,6081,1750,-180,4106,239,961,2
4698,13117,1,1471380000000.0,1471380000000.0,58,1,2,15+0,2622,1910,6081,1714,196,16932,190,565,10
4699,11932,1,1471120000000.0,1471120000000.0,54,2,2,10+0,3251,1695,6081,1688,7,3904,241,976,5
4700,14903,1,1471120000000.0,1471120000000.0,27,1,0,10+0,6017,1661,2239,1666,-5,13757,206,463,6
4701,2871,1,1471110000000.0,1471120000000.0,53,1,2,10+0,1289,1516,6081,1643,-127,13531,206,522,7
4702,5837,1,1470950000000.0,1470950000000.0,42,2,2,6+5,3946,1737,6081,1601,136,11439,195,1170,8
4703,12025,1,1470950000000.0,1470950000000.0,25,1,0,6+5,6017,1552,4067,1754,-202,18132,152,1002,4
4704,12647,1,1470950000000.0,1470950000000.0,28,2,2,6+5,3946,1773,6081,1495,278,16523,196,1168,9
4705,8278,1,1470950000000.0,1470950000000.0,131,2,0,6+5,8282,1575,6081,1527,48,13311,197,297,7
4706,13231,1,1470950000000.0,1470950000000.0,30,1,0,6+5,6017,1512,4366,1254,258,17582,152,359,3
4707,10523,1,1470950000000.0,1470950000000.0,35,1,2,6+5,4259,1259,6081,1494,-235,6481,1,742,5
4708,4076,1,1470950000000.0,1470950000000.0,16,1,2,6+5,8251,1509,6081,1439,70,12647,219,1074,7
4709,13216,1,1470950000000.0,1470950000000.0,42,2,2,6+5,2897,1626,6081,1353,273,4135,239,961,2
4710,17053,0,1470860000000.0,1470860000000.0,46,1,2,8+9,2046,1603,6081,1353,250,13600,207,508,10
4711,1284,1,1478440000000.0,1478450000000.0,3,1,0,10+0,7271,1848,8012,1873,-25,11962,191,635,3
4712,9507,1,1476710000000.0,1476710000000.0,39,1,2,10+10,8069,1873,6782,1884,-11,7230,71,774,2
4713,13548,0,1475010000000.0,1475020000000.0,35,1,2,6+3,8069,1873,3107,1744,129,7632,93,1256,5
4714,15648,0,1474680000000.0,1474680000000.0,33,1,2,5+8,8069,1873,2715,2008,-135,1894,0,678,2
4715,8739,0,1474680000000.0,1474680000000.0,119,2,0,8+0,8069,1873,3590,1851,22,12080,215,1054,6
4716,14010,0,1474680000000.0,1474680000000.0,37,2,0,8+0,8069,1873,1050,1541,332,12176,212,1052,6
4717,2472,0,1473990000000.0,1473990000000.0,53,2,0,8+0,8069,1873,3790,1500,373,12063,191,635,3
4718,16446,0,1473990000000.0,1473990000000.0,42,2,2,8+0,3659,1500,8012,1873,-373,16543,173,167,7
4719,11181,0,1473900000000.0,1473900000000.0,95,0,0,10+0,8069,1873,9327,1525,348,10396,239,83,3
4720,4201,0,1473900000000.0,1473900000000.0,81,1,0,10+0,8069,1873,9327,1525,348,10765,72,1141,4
4721,7579,0,1473900000000.0,1473900000000.0,22,1,0,10+0,9434,1525,8012,1873,-348,13172,201,492,7
4722,17478,1,1504130000000.0,1504130000000.0,140,0,1,10+0,4761,1542,1261,1537,5,7301,90,1208,3
4723,5878,1,1504130000000.0,1504130000000.0,142,2,2,10+0,2757,1521,1261,1526,-5,7755,99,1314,5
4724,5679,1,1504130000000.0,1504130000000.0,39,2,0,10+0,1226,1518,6230,1410,108,13266,197,297,7
4725,15845,1,1504130000000.0,1504130000000.0,48,1,2,10+0,4501,1626,1261,1503,123,7882,99,1324,4
4726,8800,1,1504130000000.0,1504130000000.0,96,2,2,10+0,1226,1519,1318,1547,-28,13720,206,463,6
4727,7488,1,1504120000000.0,1504120000000.0,112,2,2,10+0,1226,1521,6696,1892,-371,3720,239,967,3
4728,733,1,1504120000000.0,1504120000000.0,86,0,2,10+0,7126,1229,1261,1517,-288,5338,239,92,9
4729,2426,1,1504120000000.0,1504120000000.0,71,1,0,10+0,1226,1502,3752,1635,-133,45,239,967,3
4730,14459,1,1503610000000.0,1503610000000.0,71,1,0,10+0,3619,1913,1261,1504,409,9548,91,1350,5
4731,15826,1,1503500000000.0,1503500000000.0,94,1,2,10+0,4170,1351,1261,1498,-147,7324,90,1208,3
